,conteudo,acordao,dia
636, pág avenida ceará bec rio branco acre cep telefone fone fax email prestceacgovbr entidade prefeitura municipal feijó natureza apurar responsabilidade objeto apurar responsabilidade face não envio das remessas das informações contábeis financeiras orçamentárias patrimoniais prefeitura municipal feijó bimestre descumprimento à resolução responsáve hammerly silva albuquerque relatora cons dulcinéa benício araújo câmara ementa autônomo apurar responsabilid ade descumprimento re solução multa não aplicação acompanhamento pr estação contas embora constatado não atendimento artigo resolução mas diante envio das informações embora intempestivamente é possível excepcionalmente afastar multa prevista artigo da lei complementar estadual devendo ser observado cumprimento não mencionada resolução por ocasião análise das prestações contas unidade vistos relatados discutidos autos acima identificado acordam membros câmara por maioria nos termos voto conselheira relatora a determin ao prefeito municipal feijó que observe obrigações previstas resolução especialmente artigo sob pena responsabilidade nos termos artigo mencionada norma reme ter cópia à diretoria auditoria financeira orçamentária par acompanhamento c arquivar autos após formalidades estilo divergiu conselheiro antônio jorge malheiro que votou pela aplicação multa gestor valor r três mil quinhentos setenta reais rio branco acre / / ,93320161,13/12/2016
637, pág avenida ceará bec rio branco acre cep telefone fone fax email prestceacgovbr entidade prefeitura municipal tarauacá natureza apurar responsabilidade objeto apurar responsabilidade pelo não envio folha pagamento demais informações necessárias acompanhamento das despesas pessoal referentes aos três primeiros bimestres descumprimento à resolução responsável rodrigo damasceno catão relatora cons lcinéa benício araújo câmara ementa autônomo apurar responsabilid ade descumprimento re solução multa não aplicação acompanhamento pr estação contas embora constatado não atendimento s artigo resolução mas diante envio das informações ainda que intempestivamente é possível excepcionalmente afastar multa prevista artigo da lei complementar estadual devendo ser observado cumprime nto não mencionada resolução por ocasião análise das prestações contas unidade vistos relatados discutidos autos acima identificado acordam membros câmara por unanimidade nos termos voto conselheira relatora a determin ao prefeito municipal tarauacá que observe obrigações previstas resolução especialmente artigos sob pena responsabilidade nos termos artigo mencionada norma reme ter cópia à diretoria auditoria financeira orçamentária para acompanhamento c arquiva os autos após formalidades estilo rio branco acre / / conselheir antonio jorge malheiro president da câmara para ,93420161,13/12/2016
638, pág avenida ceará bairro bec rio branco acre cep telefone fonefax email prestceacgovbr entidade prefeitura municipal rio branco acre natureza prestação contas objeto prestação contas fundo financeiro município rio branco ffin exercício orçamentário financeiro responsável raquel araújo nogueira procurador relator conselheiro ronald polanco ribeiro plenário ementa prestação contas prefeitura municipal rio branco acre fundo financeiro município rio branco exercício contas regular vistos relatados discutidos autos acima identificado acordam membros à unanimidade nos termos voto conselheiro relator com fulcro lei complementar estadual art inciso considerar regular prestação contas fundo financeiro município rio branco ffin referente exercício orçamentário financeiro responsabilidade raquel araújo nogueira diretora presidente instituto previdência município rio branco rbprev exercício após formalidades estilo pelo arquivamento dos autos rio branco acre / / conselheiro valmir gomes ribeiro presidente conselheiro ronald polanco ribeiro relator fui presente sérgio cunha mendonça procurador mpe ,101552017,02/02/2017
639, entidade prefeitura municipal jordão natureza prestação contas objeto prestação contas prefeitura municipal jordão referente exercício responsáve hilário holanda melo procurador paulo luiz pedrazza oabac relator cons antonio cristovão correia messias plenário ementa prestação contas prefeitura municipal irregularidade aplicação multa comunicação apurado ministério público estadual encaminhamento cópia dos autos câmara municipal vistos relatados discutidos autos acima identificado acordam membros por unanimidade nos termos voto conselheiro relator aplicar multa senhor hilário holanda melo com fundamento inciso do artigo lei complementar estadual valo de três mil quinhentos setenta reais face das irregularidades destacadas voto ser recolhida favor tesouro estado acre prazo trinta dias tudo dando ciência tribunal contas comunicar apurado ministério público estadual para providências que entender pertinentes rio branco acre / / conselheir valmir gomes ribeiro presidente conselheir antonio cristovão correia messias relator fui presente sérgio cunha mendonça procurador mpe ,101502017,02/02/2017
640, pág avenida ceará bairro bec rio branco acre cep telefone fonefax email prestceacgovbr entidade fundo municipal saúde município porto walter natureza apurar responsabilidade objeto apurar responsabilidade pelo não envio folha pagamento demais informações necessárias acompanhamento das despesas pessoal referentes aos três primeiros bimestres descumprimento à resolução responsável josé estephan barbary filho relator conselheiro josé augusto araújo faria câmara ementa autônomo apurar responsabilidade descumprimento resolução multa não aplicação acompanhamento prestação contas embora consta tado não atendimento aos artigos resolução mas diante envio das informaç ões ainda que intempestivamente é possível excepcionalmente afastar multa prevista lei complementar estadual t inciso devendo ser observado cumprimento não mencionada resolução por ocasião análise das prestações contas unidade vistos rela tados discutidos autos acima identificado acordam membros câmara por unanimidade nos termos voto conselheiro relator determinar prefeito porto walter para que observe nas próximas edições espécie obrigações previstas resolução especificamente arts sob pena responsabilidade nos termos art mesma norma pelo afastamento multa prevista uma vez que trata norma recente os ajustes necessários à sua observ ância parecem estar sendo adotados pelo responsável não descuidando esta corte contas contudo acompanhamento cumprimento não resoluçã sem mais considerações depois cumpridas formalidades estilo pelo arquivamento deste rio branco acre / / ,99320171,08/03/2017
641, plenário pág avenida ceará bec rio branco acre cep telefone fone fax email prestceacgovbr entidade procuradoria geral estado natureza prestação contas objeto prestação contas centro estudos jurídicos cejur pge exercício responsáve rodrigo fernandes das neves relator cons josé augusto araújo faria voto vencedor cons antonio jorge malheiro plenário ementa prestação contas centro estudos rídicos cejur pge exercício transformado dili gência vistos relatados discutidos autos acima identificado acordam membros por maioria nos termos voto conselheiro antonio jorge malheiro transforma em diligência para complementar instrução com análise dos recursos centro aplicados obras montante r milhão quinhentos dois mil duzentos quatorze reais dez centavos vencido conselheiro relator josé augusto araújo faria acompanhada pel conselheir dulcinéa benício araújo que votaram pela regularidade das contas rio branco acre / / conselheir valmir gomes ribeiro presidente conselheir antonio jorge malheiro voto vencedor ,101252017,26/01/2017
642, gab cons antonio jorge malheiro ____________________________________________________________________________________________________________ process pág entidade secretaria estadual e obras públicas habitação seop natureza prestação contas objeto prestação contas secretaria estadual obras públicas habitação seop exercício responsável relator eduardo nunes vieira cons antonio jorge malheiro plenário ementa prestação contas inconsistências cont ábeis relativas inventá rio geral bens móveis almoxa rifado exercício existência prazo estipulado por este tribunal para regu larização regularidade com ressalvas vistos relatados discutidos autos acima identificado acordam membros por unanimidade nos termos voto conselheiro relator por julgar regulares com ressalvas contas secretaria estado obras públicas habitação estado acre exercício responsabilidade sr eduardo nunes vieira com fundamento artigo inciso da lei complementar estadual face das ressalvas apontadas nos itens voto pela notificação atual gestor para que corrija inconsistência apontada item após formalidades estilo pelo arquivamento rio branco acre / / conselheir naluh maria lima gouveia presidente ,101172016,15/12/2016
643, pág avenida ceará bairro bec rio branco acre cep telefone fonefax email prestceacgovbr entidade secretaria executiva obras públicas seop natureza prestação contas objeto prestação contas secretaria executiva obras públicas seop referente exercício orçamentário financeiro responsável wolvenar camargo filho contador clóvis bandeira relator conselheiro ronald polanco ribeiro plenário ementa prestação contas anual secretaria executiva obras públicas seop regularidade vistos relatados discutidos autos acima identificado acordam membros por unanimidade nos termos voto conselheiro relator com fulcro lei complementar estadual art inciso considerar regular prestação contas secretaria executiva obras públicas seop referente exercício orçamentário financeiro responsabilidade wolvenar camargo filho secretário à época pela determinação atual gestor para instaurar procedimento administrativo com objetivo apurar ocorrência não prejuízo valor r quinze mil trezentos reais referente setenta cinco por cento pago pela seop curso mestrado ainda não concluído pelo servidor efetivo márcio henrique rodrigues oliveira engenheiro civil havendo dano também adotar medidas necessárias à reposição dos valores informando esta corte prazo sessenta dias resultado apurado após formalidades estilo pelo arquivamento dos autos rio branco acre / / conselheira naluh maria lima uveia presidente ,100992016,1/12/2016
644, pág entidade secretaria estado segurança pública natureza prestação contas objeto prestação contas secretaria segurança públ ica sesp exercício responsáve ildor reni graebner relator cons naluh maria lima gouveia plenário ementa prestação contas secretaria estado segurança pública regular com ressalva ciêntificação notificação arquivamento vistos relatados discutidos autos acima identificado acordam membros à unanimidade nos termos voto conselheirarelatora emissão com fundamento inciso do art lei mplementar estadual considerando regular com ressalva prestação contas secretaria segurança pública sesp exercício responsabilidade sr ildor reni graebner secretário à época face envio intempestivo das informações desacordo com art resolução cientificação sr ildor reni graebner secretário estado à época acerca te dessa decisão notificação atual secretário estado segurança pública para que atente prazo para envio das informações que trata art resolução sob pena respons abilidade arquivamento após formalidades estilo rio branco / / conselheiro valmir gomes ribeiro presidente ,102132017,23/03/2017
645, pág avenida ceará bec rio branco acre cep telefone fone fax email prestceacgovbr entidade natureza prestação contas objeto prestação contas o exercício responsáve naluh maria lima gouveia relator cons dulcinéa benício araújo plenário ementa prestação contas tribunal contas o estado acre exercício artigo da lei complementar estadua constatada regularidade das contas apresentadas nos termos lei ainda resolução aplica o artigo da lei complementar estadual vistos latados discutidos autos acima identificado acordam membros por unanimidade nos termos voto conselheira relatora aprovar prestação contas relativa exercício responsabilidade a conselheira naluh maria lima gouveia considerando regular remeter autos arquivo após formalidades estilo julgaram impedidos conselheiros naluh maria lima gouveia josé augusto araújo faria nos termos art igo regimento interno deste tribunal contas rio branco acre / / conselheir valmir gomes ribeiro president do conselheira dulcinéa benício araújo relatora conselheir antonio jorge malheiro ,102432017,06/04/2017
646, pág entidade fundo aval estado acre natureza prestação contas objeto prestação contas fundo aval estado a cre exercício responsáve sebastião fernando ferreira lima relator cons naluh maria lima gouveia plenário ementa prestação contas fundo aval estado acre regular com ressalva cientificação arquivamento vistos relatados discutidos autos acima identificado acordam membros à unanimidade nos termos voto conselheirarelatora emissão com fundamento inciso do art lei mplementar estadual considerando regular com ressalvas prestação contas fundo aval estado acre exerc ício responsabilidade sr sebastião fernando ferreira lima secretário à época cientificação sr sebastião fernando ferreira lima responsável pelo fundo aval estado acre à época acerca teor dessa decisão arquivamento após formalidades estilo rio branco / / conselheiro valmir gomes ribeiro presidente cons naluh maria lima gouveia relatora cons josé augusto araújo faria ,102142017,23/03/2017
647, pág avenida ceará bairro bec rio branco acre cep telefone fonefax email prestceacgovbr entidade fundo especial meio ambiente estado acre femac natureza prestação contas objeto prestação contas fundo especial meio ambiente estado acre femac exercício responsável sebastião fernando ferreira lima presidente gestor femac procurador relator cons josé augusto araújo faria plenário ementa prestação contas fundo especial meio ambiente estado acre femac regularidade com ressalva falta cumprimento art decreto estadual do art lei feder arquivamento decidiu por unanimid ade nos termos voto conselheiro relator pela emissão considerando regular com ressalva prestação contas fundo especial meio ambiente estado acre femac exercício orçamentário financeiro responsabilidade senho sebastião fernando ferreira lima presidente gestor com fulcro inciso do art lei complementar estadual valendo como ressalva determinação para que origem nas próximas edições matéria cumpra norma constante art decreto estadual do art lei federal fls face ser vedada realização despesa sem prévio empenho após formalidades estilo pelo arquivamento rio branco acre / / conselheiro valmir gomes ribeiro president do ,102042017,23/03/2017
648, plenário página entidade fundo direito criança do adolescente fdca natureza prestação contas objeto prestação contas fundo direito criança do adolescente fdca exercício responsável gabriel maia gelpke relator cons antonio cristovão correia messias plenário ementa prestação contas fundo direito criança do adolescente regularidade arquivamento vistos relatados discutidos autos acima identificado acordam membros por unanimidade nos termos voto conselheiro relator considerar com fundamento inciso do artigo lei complementar estadual regular prestação contas fundo direito criança do adolescente fdca referente exercício orçamentário financeiro responsabilidade senhor gabriel maia gelpke secretário estado desenvolvimento social à época após formalidades estilo pelo arquivamento dos autos rio branco acre / / conselheir valmir gomes ribeiro presidente conselheir antonio cristovão correia messias relator conselheir josé augusto araújo faria ,102212017,30/03/2017
649, anexo pág avenida ceará bairro bec rio branco acre cep telefone fonefax email prestceacgovbr entidade instituto pesos medida estado acre ipem natureza prestação contas objeto prestação contas instituto pesos medida estado acre ipem exercício responsáveis miguel antonio félix andrade diretor presidente à época procurador relator cons josé augusto araújo faria plenário ementa prestação contas instituto pesos medida estado acre à unanimidade regularidade com ressalva ausência controle interno descumprimento à resolução arquivamento decidiu por unanimidade nos termos conselheiro relator pela emissão considerar regular com ressalva prestação contas instituto pesos medidas estado acre ipem exercício orçamentário financeiro responsabilidade senhor miguel antonio felix andrade diretor presidente à época com fulcro inciso do art lei complementar estadual valendo como ressalva pendência com a usência controle interno descumprimento à resolução descrita subit relatório inicial dafo constante às fls considerando que esta matéria refere primeiro exercício exigência concebendo assim uma fase adaptação após formalidades estilo pelo arquivamento rio branco acre / / conselheiro ronald polanco ribeiro president do ,102722017,04/05/2017
650, pág avenida ceará bairro bec rio branco acre cep telefone fonefax email prestceacgovbr entidade câmara municipal xapurinatureza prestação contasobjeto prestação contas câmara municipal xapuri exercício responsável gessi nascimento silvarelator cons antonio jorge malheiro plenárioementa prestação contas câmara municipal dexapuri exercício regulares com ressalvafalhas apresentadas transparência pública acesso às informações dolegislativo município xapuri notificação gestor encaminhamentodos autos à dafo para acompanhamentovistos relatados discutidos autos acima identificado acordam membros à unanimidade nostermos voto conselheirorelator por julgar regulares com ressalva ascontas câmara municipal xapuri responsabilidade senhor gessi nascimentoda silva referentes exercício valendo como ressalva falhas apresentadasna transparência pública acesso às informações legislativo município xapuri pela notificação gestor gessi nascimento silva para prazo sessentadias realizar implantação das correções que ainda fizerem necessárias portal datransparência câmara municipal xapuri sob pena responsabilidade peloencaminhamento dos autos à dafo para acompanhamento cumprimento dadeterminação acima prazo estabelecido após pelo arquivamento dos autosrio branco / / ,102872017,18/05/2017
651, pág avenida ceará bairro bec rio branco acre cep telefone fonefax email prestceacgovbr entidade fundo municipal habitação interesse social rio branco natureza prestação contas objeto prestação contas fundo municipal habitação interesse social rio branco fmhis exercício orçamentário financeiro responsável ricardo augusto mello araújo contabilista tonismar josé oliveira crcac relator conselheiro ronald polanco ribeiro plenário ementa prestação contas secret aria municipal desenvolvimento gestão urbana fundo municipal habitação interesse social rio branco exercício contas regular arquivamento dos autos vistos relatados discutidos autos acima identificado acordam mem bros à unanimidade nos termos voto conselheiro relator com fulcro lei complementar estadual art inciso consi derar regular prestação contas fundo municipal habitação interesse social rio branco exercício orçamentário financeiro responsabilidade ricardo augusto mello araújo secretário municipal desenvolvimento gestão urbana à época após formalidades estilo pelo arquivamento dos autos rio branco / / conselheiro valmir gomes ribeiro presidente conselheiro ronald polanco ribeiro relator fui presente mario sérgio neri oliveira procurador mpe ,101952016,16/03/2017
652, pág avenida ceará bairro bec rio branco acre cep telefone fonefax email prestceacgovbr entidade secretaria estado policia civil natureza prestação contas objeto prestação contas a secretaria estado policia civil referente exercício responsável carlos flávio gomes portela richard relator conselheiro ronald polanco ribeiro plenário ementa prestação contas anual secretaria estado policia civil regular vistos relatados discutidos autos acima identificado acordam membros por unanimidade nos termos voto conselheiro relator com fulcro lei complementar estadual art incis i considerar regular prestação contas a secretaria estado policia civil referente exercício orçamentário financeiro responsabilidade carlos flávio gomes portela richard secretário estado policia civil exercício após formalidades estilo pelo arquivamento dos autos rio branco acre / / conselheiro valmir gomes ribeiro presidente conselheiro ronald polanco ribeiro relator fui presente mario sérgio neri oliveira procurador mpetceac,102092017,23/03/2017
653, pág avenida ceará bairro bec rio branco acre cep telefone fonefax email prestceacgovbr entidade secretaria estado ciência tecnologia natureza prestação contas objeto prestação contas fundo a secretaria estado ciência tecnologia referente exercício orçamentário financeiro responsável marcelo minghelli procurador relator conselheiro ronald polanco ribeiro plenário ementa prestação conta secretaria estado ciência tecnologia exercício contas regular com ressalva arquivamento dos autos vistos relatados discutidos autos acima identificado acordam membros à unanimidade nos termos voto conselheiro relator com fulcro lei complementar estadual art inciso considerar regular com ressalva prestação contas secretaria estado ciência tecnologia referente exercício orçamentário financeiro responsabilidade senhor marcelo minghelli secretário à época valendo como ressalva envio intempestivo das contas após formalidades estilo pelo arquivamento dos autos rio branco acre / / conselheiro valmir gomes ribeiro presidente conselheiro ronald polanco ribeiro relator fui presente sérgio cunha mendonça procurador mpe ,102232017,31/03/2017
654, pág avenida ceará bairro bec rio branco acre cep telefone fonefax email prestceacgovbr entidade fundo reaparelhamento policial furepol secretaria estado polícia civil natureza prestação contas objeto prestação contas fundo reaparelhamento policial furepol secretaria estado polícia civil referente exercício orçamentário financeiro responsável carlos flávio gomes portela richard procurador relator conselheiro rona polanco ribeiro plenário ementa prestação contas secretaria estado polícia civil fundo reaparelhamento policial furepol exercício contas regular arquivamento dos autos vistos relatados discutidos autos acima identificado acordam membros à unanimidade nos termos voto conselheiro relator com fulcro lei complementar estadual art inciso considerar regula a prestação contas fundo reaparelhamento policial furepol secretaria estado polícia civil referente exercício orçamentário financeiro responsabilidade senhor carlos flávio gomes portela richard secretário polícia civil à época após formalidades estilo pelo arquivamento dos autos rio branco acre / / conselheiro valmir gomes ribeiro presidente conselheiro ronald polanco ribeiro relator fui presente anna helena azevedo lima procurador do mpe ,102402017,06/04/2017
655, plenário pág avenida ceará bairro bec rio branco acre cep telefone fonefax email prestceacgovbr entidade câmara municipal plácido castro natureza prestação contas objeto prestação contas câmara municipal plácido castro exercício responsáve edvaldo costa melo relator cons ronaldo polanco ribeiro voto vencedor cons antonio jorge malheiro plenário ementa prestação contas câmara municipal plácido castro exercício irregular sem devolução valores vistos relatados discutidos autos acima identificado acordam membros por maioria nos termos voto divergente conselheiro antonio jorge malheiro pela irregularidade das contas face pagamento verba indenizatória sem obediência às formalidades legais exigidas porém sem devolução dos valores por já estar tal procedimento corrigido naquela câmara ter sido verba destinada à atividade parlamentar após formalidades estilo pelo arquivamento rio branco acre / / conselheir valmir gomes ribeiro presidente conselheir antonio jorge malheiro voto vencedor ,101642017,09/02/2017
656, gab cons antonio jorge malheiro ____________________________________________________________________________________________________________ plenário pág entidade câmara municipal rodrigues alves natureza prestação contas objeto prestação contas câmara municipal rodrigues alves exercício responsável catejânio mendonça nascimento relator cons antonio jorge malheiro plenário ementa prestação contas câmara municipal ausência envio norma legal que fixou subsídi e das fichas financeiras irregularidade vistos relatados discutidos autos acima identificado acordam membros por unanimidade nos termos o voto conselheiro relator por julgar irregulares contas senhor catejânio mendonça nascimento presidente câmara municipal rodrigues alves à época com fundamento art incisos iii alíneas e em virtude não envio norma legal que fixou subsídio dos vereadores suas fichas financeiras falhas elencadas pela abertura tomada contas especial para apurar legalidade despesa realizada com folha pagamento dos ver eadores rodrigues alves exercício pela notificação atual gestor para que registre comunicação executivo receita ocorrida naquele exercício r mil trezentos cinco reais sessenta centavos para efeitos conso lidação município após pelo arquivamento dos autos rio branco acre / / ,101872017,16/03/2017
657, pág avenida ceará bairro bec rio branco acre cep telefone fonefax email prestceacgovbr entidade instituto mudanças climáticas regulação serviços ambientais imc natureza prestação contas objeto prestação contas o instituto mudanças climáticas regulação serviços ambientais imc referente exercício orçamentário financeiro responsável magaly fonseca silva taveira medeiros contador nilson corrêa dos santos relator conselheiro ronald pola nco ribeiro plenário ementa prestação contas especial instituto mudanças climáticas regulação serviços ambientais imc referente exercício orçamentário financeiro regular com ressalvas vistos relatados discutidos autos acima identificado acordam membros por unanimidade nos termos voto conselheiro relator com fulcro lei complementar estadual art inciso considerar regular com ressalvas prestação contas instituto mudanças climáticas regulação serviços ambientais imc referente exercício responsabilidade sra magaly fonseca silva taveira medeiros diretora preside nte à época valendo como ressalvas envio intempestivo das contas falhas formais verificadas demonstrativo diárias falhas formais termo cooperação técnica pela notificação atual gestão instituto para corrigir nas róximas edições espécie falhas catalogadas após formalidades estilo pelo arquivamento dos autos rio branco acre / / conselheir valmir gomes ribeiro presidente conselheiro ronald polanco ribeiro relator fui presente mario sérgio neri oliveira procurador mpe ,101932016,16/03/2017
658, gab cons antonio jorge malheiro ____________________________________________________________________________________________________________ pág entidade fundação aldeia co municação acre natureza prestação contas objeto prestação contas fundação aldeia comunicação acre fundac exercício responsável relator andrea laiana coelho zilio cons antonio jorge malheiro plenário ementa prestação contas ausência constitu ição provisão passivo contingente regularidade com res salvas vistos relatados discutidos autos acima identificado acordam membros por unanimidade nos termos voto conselheiro relator por julgar regulares com ressalvas contas fundação aldeia comunicação acre fundac exercício responsabilidade sr andrea laiana coelho zilio com fundamento artigo inciso da lei complementar estadual face ausência constituição provisão passivo contingente nos demonstrativos contábeis fundac derivado das ações judiciais onde fundação consta como ré pela notificação atual gestor para que corrija inconsistência apontada pela cientificação à dafo para que analise valores folha pagamento quando verificação das contas sga onde pagamento é após formalidades estilo pelo arquivamento rio branco / / conselheiro valmir gomes ribeiro presidente ,102202017,30/03/2017
659, plenário página entidade fundo poder judiciário funej natureza prestação contas objeto prestação contas fundo especial poder judiciário funej exercício responsável pedro ranzi relator cons antonio cristovão correia messias plenário ementa prestação contas fundo poder judiciário regularidade arquivamento vistos relatados discutidos autos acima identificado acordam membros por unanimidade nos termos voto conselheiro relator considerar com fulcro artigo inciso da lei complementar estadual regular prestação contas fundo especial poder judiciário funej referente exercício orçamentário financeiro responsabilidade excelentíssimo senhor desembargador pedro ranzi presidente tribunal justiça à época após s formalidades estilo pelo arquivamento dos autos rio branco acre / / conselheir valmir gomes ribeiro presidente conselheir antonio cristovão correia messias relator conselheir josé augusto araújo faria ,102352017,06/04/2017
660, plenário pág avenida ceará bairro bec rio branco acre cep telefone fonefax email prestceacgovbr entidade natureza prestação contas objeto prestação contas referente exercício orçamentário financeiro responsável cons valmir gomes ribeiro relator conselheiro ronald polanco ribeiro plenário ementa prestação contas exercício contas regular arquivamento dos autos vistos relatados discutidos autos acima identificado acordam membros à unanimidade nos termos voto conselheiro relator com fulcro lei complementar estadual art inciso considerar regular prestação contas referente exercício orçamentário financeiro responsabilidade c ons valmir gomes ribeiro presidente após formalidades estilo pelo arquivamento dos autos rio branco acre / / cons josé augusto araújo faria presidente cons relator ronald polanco ribeiro cons antônio jorge malheiro cons dulcinéa benício araújo cons naluh maria lima gouveia fui presente anna helena azevedo lima procurador mpe ,102382017,6/04/2017
661, pág avenida ceará bec rio branco acre cep telefone fone fax email prestceacgovbr entidade secretaria estado gestão administrativa natureza prestação contas objeto prestação contas o fundes folha pessoal saúde secretaria estado gestão administrativa exercício responsáve sawana leite sá paulo carvalho relator cons dulcinéa benício araújo plenário ementa prestação contas fundes folha pessoal saúde secretaria estado gestão administrativ regularidade artigo da lei complementar estadual cons tatada falha forma que não represent prejuízo risco dano patrimonial deficit orçament ário embora ainda não tenha sido editada por sta corte contas norma contendo classificação irregularidades ressalvas aplica o artigo da lei complementar estadual prestação contas julgada regular com ressalva vistos latados discutidos autos acima identificado acordam membros por unanimidade nos termos voto conselheira relatora aprovar prestação contas fundes folha pessoal saúde secretaria estado gestão administrativa relativa exercício responsabilidade sra sawana leite sá paulo carvalho considerando regular com ressalva valendo como ressalva deficit orçament ário remeter autos arquivo após formalidades estilo rio branco acre / / conselheir valmir gomes ribeiro president do conselheira dulcinéa benício araújo relatora ,102462017,06/04/2017
662, plenário pág avenida ceará bairro bec rio branco acre cep telefone fonefax email prestceacgovbr entidade instituto pesos medidas estado acre ipem natureza prestação contas objeto prestação contas instituto pesos medidas estado acre ipem exercício responsável miguel antonio felix andrade diretor presidente à época procurador relator cons josé augusto araújo faria plenário ementa prestação contas instituto pesos medidas estado acre ipem regularidade com ressalva arquivamento decidiu por unanimidade nos termos voto conselheiro relator considerar regular com ressalva prestação contas instituto pesos medidas estado acre ipem exercício orçamentário financeiro responsabilidade senhor miguel antonio felix andrade direto presidente à época com fulcro inciso do art lei complementar estadual valendo como ressalva pendência com ausência emissão parecer sobre contas ipen emitido por órgão competente criado por lei estatuto com ciência dos gestores desacordo com artigos cf art ce item do anexo da resolução item vol sob pena responsabilidade após formalidades estilo pelo arquivamento rio branco acre / / conselheiro valmir gomes ribeiro president do ,102342017,6/04/2017
663, plenário página entidade fundo estadual assistência social feas natureza prestação contas objeto prestação contas fundo estadual assistência social feas exercício responsável gabriel maia gelpke relator cons antonio cristovão correia messias plenário ementa prestação contas fundo estadual assistência social regularidade arquivamento vistos relatados discutidos autos acima identificado acordam membros por unanimidade nos termos voto conselheiro relator considerar com fundamento inciso do artigo lei mplementar estadual regular prestação contas fundo estadual assistência social feas referente exercício orçamentário financeiro responsabilidade senhor gabriel maia gelpke secretário estado desenvolvimento social à época após formalidades estilo pelo arquivamento dos autos ausente justificadamente conselheiro antonio jorge malheiro rio branco acre / / conselheir valmir gomes ribeiro presidente conselheir antonio cristovão correia messias relator ,102602017,27/04/2017
664, pág avenida ceará bairro bec rio branco acre cep telefone fone fax email prestceacgovbr entidade câmara municipal assis brasil natureza prestação contas objeto prestação contas câmara municipal assis brasil exercício responsáve neudo lopes silva relatora cons dulcinéa benício araújo plenário ementa prestação contas câmara municipal regularidade com ressalvas artigo da lei complementar estadua constatadas falhas formais que não representam prejuízo risco dano patrimonial incompletude relatório circunstanciado do parecer emitido pelo controle interno embora ainda não tenha sido editada por esta corte contas norma contendo class ificação irregularidades ressalvas aplica o artigo da lei complementar estadual prestação contas julgada regular com ressalva vistos latados discutidos autos acima identificado acordam membros por unanimidade nos termos voto conselheira relatora julgar regular com ressalvas prestação contas câmara municipal assis brasil relativa exercício responsabilidade seu então presidente neudo lopes silva nos termos artigo inciso da lei complementar estadual valendo como ressalvas incompletude relatório circunstanciado do parec emitido pelo controle interno exigidos nos ite iii x do anexo do manual referência resolução arquivar após formalidades estilo rio branco acre / / conselheir valmir gomes ribeiro president do ,102552017,20/04/2017
665, plenário pág avenida ceará bairro bec rio branco acre cep telefone fonefax email prestceacgovbr entidade fundação amparo pesquisa acre natureza prestação contas objeto prestação contas fundo a fundação amparo pesquisa acre referente exercício orçamentário financeiro responsável pascoal torres muniz relator conselheiro ronald polanco ribeiro plenário ementa prestação co ntas fundação amparo pesquisa acre exercício regular com ressalva arquivamento dos autos vistos relatados discutidos autos acima identificado acordam membros por maioria nos termos voto conselheiro relator com fulcro lei complementar estadual art inciso considerar regular com ressalva prestação contas fundo fundação amparo pesquisa acre fapac referente exercício orçamentário financeiro responsabilidade sr pascoal torres muniz diretor geral à época valendo como ressalvas erros formais envio rol responsáveis requerido pela resolução erros formais referentes às prestações contas dos recursos repassados título auxílio financeiro aos pesquisadores após formalidades estilo pelo arquivamento dos autos rio branco acre / / conselheiro valmir gomes ribeiro presidente conselheiro ronald polanco ribeiro relator ,102492017,20/04/2017
666, pág avenida ceará bairro bec rio branco acre cep telefone fone fax email prestceacgovbr entidade prefeitura municipal tarauacá natureza apurar responsabilidade objeto apurar responsabilidade pelo não envio das remessas dos meses setembro outubro descumprimento à resolução responsável rodrigo damasceno catão relatora cons dulcinéa benício araújo câmara ementa autônomo apurar responsabilid ade descumprimento resolução multa não aplicação acompanhamento pr estação contas embora constatado não atendimento s artigo resolução mas diante envio das informações ainda que forma intempestiva é possível excepcionalmente afastar multa prevista artigo da lei complementar estadual devendo ser observado cumprimento não mencionada resolução por ocasião análise das prestações contas unidade vistos relatados discutidos autos acima identificado acordam membros a câmara por unanimidade nos termos voto conselheira relatora a determin à atual prefeita municipal tarauacá que observe obrigações previstas resolução especialmente artigos sob pena responsabilidade nos termos artigo mencionada norma reme ter cópia à diretoria auditoria financeira orçame ntária para acompanhamento c arquiva os autos após formalidades estilo rio branco acre / / conselheir ronald polanco ribeiro presidente câmara para conselheira dulcinéa benício araújo relator ,122420172,26/04/2017
