,conteudo,acordao,dia
1185, acórdão 4697 natureza do processo 13512200000 tce c 02 anexos assunto prestação de contas da junta comercial do estado do acre juceac exercício de 1999 responsável senhor joão batista fecury bezerrarelator conselheiro antonio de cristovão correia de messiasredistribuído conselheiro josé augusto araújo de faria prestação de contas autarquia estadual regularidade arquivamento do processo vistos relatados e discutidos os autos do processo acima identificado acordam os membros do à unanimidade nos termos do voto do conselheirorelator considerar regular a prestação de contas da junta comercial do estado do acre juceac exercício orçamentário e financeiro de 1999 de responsabilidade do senhor joão batista fecury bezerra diretorpresidente à época com fulcro no art 51 inciso i da lei complementar estadual 3893 após as formalidades de estilo pelo arquivamento do processo rio branco acre 12/04/2007 conselheiro josé eugênio de leão bragapresidente do tceacre conselheiro josé augusto araújo de fariarelator fui presenteanna helena de azevedo lima procuradorachefe do mpetceacre ,4697,12/04/2007
1186, acórdão 4709 natureza do processo 17850200676 tce assunto prestação de contas da fundação escola do servidor público do acre fespac exercício de 2005 responsávelsenhora sídia maria cordeiro de souza gomesrelatorconselheiro antônio jorge malheiro prestação de contas fundação pública estadual regularidade arquivamento do processo vistos relatados e discutidos os autos do processo acima identificado acordam os membros do à unanimidade nos termos do voto do conselheirorelator considerar regular a prestação de contas da fundação escola do servidor público do acre fespac exercício orçamentário e financeiro de 2005 de responsabilidade da senhora sídia maria cordeiro de souza gomes presidente à época com fulcro no inciso i do art 51 da lce 3893 após as formalidades de estilo sejam os autos arquivados rio branco acre 19/04/2007 conselheiro josé eugenio de leão braga presidente do tceacre conselheiro antonio jorge malheiro relator fui presente anna helena de azevedo lima procuradorachefe do mpetceacre ,4709,19/04/2007
1187, acórdão 4715 natureza do processo 18529200798 tce assunto relatório de gestão fiscal da prefeitura municipal de plácido de castro relativo ao 3 quadrimestre de 2006 responsável senhor paulo césar da silvarelator conselheiro antonio cristovão correia messias relatório de gestão fiscal prefeitura municipal notificação alerta apensamento do processo à respectiva prestação de contas do exercício vistos relatados e discutidos os autos do processo acima identificado acordam os membros do à unanimidade nos termos do voto do conselheirorelator 1 notificar o senhor paulo césar da silva prefeito municipal de plácido de castro para a tomar conhecimento do alerta estipulado no art 591 inciso i da lcf 1012000 para a adoção das medidas estabelecidas em seu art 9 b observar as imposições do art 23 da lcf 1012000 para eliminação do excesso do gasto com pessoal excluindose as medidas previstas na parte final do 1 e no 2 do referido artigo que estão com eficácia suspensa pelo supremo tribunal federal conforme adin 22385 c atentar quanto à obrigação de não contrair despesas sem disponibilidade financeira para sanálas em face do que dispõe a lei de responsabilidade fiscal 2 apensar este processo à respectiva prestação de contas do exercício onde a inscrição de compromissos financeiros sem cobertura financeira será verificada ausente justificadamente o excelentíssimo senhor conselheiro valmir gomes ribeiro rio branco acre 19/04/2007 conselheiro josé eugenio de leão braga presidente do tceacre conselheiro antonio cristovão correia messias relatorfui presente anna helena de azevedo lima procuradorachefe do mpetceacre ,4715,19/04/2007
1188, acórdão 4725 natureza do processo 14826200398 tce assunto prestação de contas da companhia de saneamento do estado do acre sanacre exercício de 2002 responsáveissenhores tácio de brito e josé alcimar da silva costarelatorconselheiro antônio jorge malheiro prestação de contas companhia de economia mista estadual regularidade com ressalva arquivamento do processo vistos relatados e discutidos os autos do processo acima identificado acordam os membros do à unanimidade nos termos do voto do conselheirorelator considerar regular com ressalva a prestação de contas da companhia de saneamento do estado do acre sanacre exercício orçamentário e financeiro de 2002 de responsabilidade dos senhores tácio de brito e josé alcimar da silva costa diretorespresidente à época valendo como ressalva os prejuízos acumulados e o baixo índice de liquidez após as formalidades de estilo sejam os autos arquivados ausentes justificadamente os excelentíssimos senhores conselheiros antonio cristovão correia de messias e ronald polanco ribeiro rio branco acre 26/04/2007 conselheiro josé eugenio de leão braga presidente do tceacre conselheiro antônio jorge malheiro relator fui presente sérgio cunha mendonça procuradorchefe do mpetceacre em exercício ,4725,26/04/2007
1189, acórdão 4728 natureza do processo 18536200786 tce assunto relatório resumido da execução orçamentária da prefeitura municipal de mâncio lima relativo ao 6 bimestre de 2006 responsávelsenhor luiz helosman de figueiredorelatorconselheiro josé augusto araújo de faria relatório resumido da execução orçamentária prefeitura municipal notificação apensamento deste processo à prestação de contas do exercício vistos relatados e discutidos os autos do processo acima identificado acordam os membros do à unanimidade nos termos do voto do conselheirorelator 1 notificar o senhor luiz helosman de figueiredo prefeito municipal de mâncio lima para observar nas próximas edições da espécie a legislação pertinente em face de a análise técnica procedida ter constatado a ausência de dados suficientes para o exame da meta de resultado nominal art 53 inciso iii da lrf fato também ocorrido nos relatórios resumidos da execução orçamentária do 3 e 5 bimestre de 2006 processos s 18150200639 tce e 18410200629 tce respectivamente b incorreção da base de cálculo para apuração das despesas com educação e saúde fato recorrente em todos os rreo do exercício de 2006 processos s 17912200665 tce 18055200652 tce 18150200639 tce 18222200639 tce e 18410200629 tce c descumprimento à norma do art 605 do adct da cf88 concernente à remuneração dos professores em efetivo exercício no magistério fato registrado nos rreo do 2 e 3 bimestre de 2006 e d o não encaminhamento dos demonstrativos obrigatórios no último bimestre art 531 incisos i ii e iii da lrf sob pena de responsabilidade 2 apensar este processo à prestação de contas do exercício ausente justificadamente o excelentíssimo senhor conselheiro antonio cristovão correia de messias rio branco 10/05/2007 conselheiro josé eugenio de leão braga presidente do tceacre conselheiro josé augusto araújo de faria relator fui presente sérgio cunha mendonça procuradorchefe do mpetceacre em exercício ,4728,10/05/2007
1190, acórdão 4732 natureza do processo 14879200300 tce assunto prestação de contas da câmara municipal de jordão exercício de 2002 interessado senhor albanir gomes lopesresponsávelsenhor sivaldo barbosa serenorelatorconselheiro antonio cristovão correia de messiasredistribuído conselheiro antônio jorge malheiro prestação de contas câmara municipal irregularidade multa arquivamento do processo vistos relatados e discutidos os autos do processo acima identificado acordam os membros do à unanimidade nos termos do voto do conselheirorelator 1 considerar irregular a prestação de contas da câmara municipal de jordão exercício orçamentário e financeiro de 2002 de responsabilidade do senhor sivaldo barbosa sereno intempestiva em face das ausências do documento que fixou a remuneração dos agentes políticos do legislativo e do termo de conferência de caixa 2 aplicar multa ao gestor no valor de r 350000 três mil e quinhentos reais após as formalidades de estilo sejam os autos arquivados ausente justificadamente o excelentíssimo senhor conselheiro antonio cristovão correia de messias rio branco 10/05/2007 conselheiro josé eugenio de leão braga presidente do tceacre conselheiro antônio jorge malheiro relator fui presente sérgio cunha mendonça procuradorchefe do mpetceacre em exercício ,4732,10/05/2007
1191, acórdão 4733 natureza do processo 1724120052 tce assunto prestação de contas da secretaria de estado de modernização e tecnologia da informação exercício de 2004 responsávelsenhora tatiana rebello mansourrelatorconselheiro antônio jorge malheiro prestação de contas secretaria de estado regularidade arquivamento do processo vistos relatados e discutidos os autos do processo acima identificado acordam os membros do à unanimidade nos termos do voto do conselheirorelator considerar regular a prestação de contas da secretaria de estado de modernização e tecnologia da informação exercício orçamentário e financeiro de 2004 de responsabilidade da senhora tatiana rebello mansour após as formalidades de estilo sejam os autos arquivados ausente justificadamente o excelentíssimo senhor conselheiro antonio cristovão correia de messias rio branco 10/05/2007 conselheiro josé eugenio de leão braga presidente do tceacre conselheiro antônio jorge malheiro relator fui presente sérgio cunha mendonça procuradorchefe do mpetceacre em exercício ,4733,10/05/2007
1192, acórdão 4738 natureza do processo 1726020053 tce assunto prestação de contas do gabinete do vicegovernador do estado do acre exercício de 2004 responsávelsenhor arnóbio marques de almeida júniorrelatorconselheiro josé augusto araújo de faria prestação de contas gabinete do vicegovernador do estado do acre regularidade com ressalva arquivamento do processo vistos relatados e discutidos os autos do processo acima identificado acordam os membros do à unanimidade nos termos do voto do conselheirorelator considerar regular com ressalva a prestação de contas do gabinete do vicegovernador do estado do acre exercício orçamentário e financeiro de 2004 de responsabilidade do senhor arnóbio marques de almeida júnior vicegovernador à época com fulcro no inciso ii do art 51 da lce 3893 valendo como ressalva o envio da documentação a esta corte de contas fora do prazo legal após as formalidades de estilo sejam os autos arquivados rio branco 17/05/2007 conselheiro josé eugenio de leão braga presidente do tceacre conselheiro josé augusto araújo de faria relator fui presente anna helena de azevedo lima procuradorachefe do mpetceacre ,4738,17/05/2007
1193, acórdão 4739 natureza do processo 1734120053 tce assunto prestação de contas da fundação de cultura e comunicação elias mansour exercício de 2004 responsávelsenhor francisco gregório da silva filho relatorconselheiro josé augusto araújo de faria prestação de contas fundação estadual regularidade com ressalva arquivamento do processo vistos relatados e discutidos os autos do processo acima identificado acordam os membros do à unanimidade nos termos do voto do conselheirorelator considerar regular com ressalva a prestação de contas da fundação de cultura e comunicação elias mansour exercício orçamentário e financeiro de 2004 de responsabilidade do senhor francisco gregório da silva filho diretorpresidente à época com fulcro no inciso ii do art 51 da lce 3893 valendo como ressalva o encaminhamento da documentação fora do prazo legal estabelecido após as formalidades de estilo sejam os autos arquivados rio branco 17/05/2007 conselheiro josé eugenio de leão braga presidente do tceacre conselheiro josé augusto araújo de faria relator fui presente anna helena de azevedo lima procuradorachefe do mpetceacre ,4739,17/05/2007
1194, acórdão 4748 natureza do processo 1724420053 tce c01 anexo assunto prestação de contas da secretaria de estado da floresta exercício de 2004 responsávelsenhor carlos ovídio duarte rocharelatorconselheiro antônio jorge malheiro prestação de contas secretaria de estado regularidade com ressalva arquivamento do processo vistos relatados e discutidos os autos do processo acima identificado acordam os membros do à unanimidade nos termos do voto do conselheirorelator considerar regular com ressalva a prestação de contas da secretaria de estado da floresta exercício orçamentário e financeiro de 2004 de responsabilidade do senhor carlos ovídio duarte rocha secretário à época com fulcro no inciso ii do art 51 da lce 3893 valendo como ressalva a ausência nos demonstrativos contábeis apresentados do nome do responsável pela contabilidade da assinatura e do número de seu registro profissional no conselho regional de contabilidade previsto no art 27 da resolução tce 0562004 após as formalidades de estilo sejam os autos arquivados ausente justificadamente o excelentíssimo senhor conselheiro ronald polanco ribeiro rio branco 24/05/2007 conselheiro josé eugenio de leão braga presidente do tceacre conselheiro antônio jorge malheiro relator fui presente anna helena de azevedo lima procuradorachefe do mpetceacre ,4748,24/05/2007
1195, acórdão 4750 natureza do processo 13445200000 tce c05 anexos assunto prestação de contas da fundação de tecnologia do acre funtac exercício de 1999 responsávelsenhor écio rodrigues da silvarelator conselheiro josé eugenio de leão bragaredistribuídoconselheiro antonio cristovão correia de messias prestação de contas fundação estadual regularidade arquivamento do processo vistos relatados e discutidos os autos do processo acima identificado acordam os membros do à unanimidade nos termos do voto do conselheirorelator considerar regular a prestação de contas da fundação de tecnologia do acre funtac exercício orçamentário e financeiro de 1999 de responsabilidade do senhor ecio rodrigues da silva diretorpresidente à época com fulcro no inciso i do art 51 da lce 3893 após as formalidades de estilo sejam os autos arquivados ausente justificadamente o excelentíssimo senhor conselheiro ronald polanco ribeiro rio branco 24/05/2007 conselheiro josé eugenio de leão braga presidente do tceacre conselheiro antonio cristovão correia de messias relator fui presente anna helena de azevedo lima procuradorachefe do mpetceacre ,4750,24/05/2007
1196, acórdão 4751 natureza do processo 17876200600 tce assunto prestação de contas d o departamento estadual de trânsito detran exercício de 2005 responsávelsenhora arnete souza guimarães batistarelator conselheiro josé eugenio de leão bragaredistribuídoconselheiro antonio cristovão correia de messias prestação de contas autarquia estadual regularidade com ressalva arquivamento do processo vistos relatados e discutidos os autos do processo acima identificado acordam os membros do à unanimidade nos termos do voto do conselheirorelator considerar regular com ressalva a prestação de contas do departamento estadual de trânsito detran exercício orçamentário e financeiro de 2005 de responsabilidade da senhora arnete souza guimarães batista diretora geral à época com fulcro no inciso ii do art 51 da lce 3893 valendo como ressalva as incorreções apontadas nos itens 35 1112 e 13 do relatório complementar da 3 igce fls 253 a 258 após as formalidades de estilo sejam os autos arquivados ausente justificadamente o excelentíssimo senhor conselheiro ronald polanco ribeiro rio branco 24/05/2007 conselheiro josé eugenio de leão braga presidente do tceacre conselheiro antonio cristovão correia de messias relator fui presente anna helena de azevedo lima procuradorachefe do mpetceacre ,4751,24/05/2007
1197, acórdão 4752 natureza do processo 1726920057 tce assunto prestação de contas da procuradoria geral do estado exercício de 2004 responsávelsenhor edson américo manchinirelatorconselheiro antonio cristovão correia de messias prestação de contas procuradoria geral do estado regularidade com ressalva arquivamento do processo vistos relatados e discutidos os autos do processo acima identificado acordam os membros do à unanimidade nos termos do voto do conselheirorelator considerar regular com ressalva a prestação de contas da procuradoria geral do estado exercício orçamentário e financeiro de 2004 de responsabilidade do senhor edson américo manchini procurador geral do estado à época com fulcro no inciso ii do art 51 da lce 3893 valendo como ressalva a falta do inventário geral do órgão que deveria incluir os bens adquiridos no exercício sob exame e os já existentes em seu patrimônio conforme apontado à fl 156 do relatório técnico após as formalidades de estilo sejam os autos arquivados ausente justificadamente o excelentíssimo senhor conselheiro ronald polanco ribeiro rio branco 24/05/2007 conselheiro josé eugenio de leão braga presidente do tceacre conselheiro antonio cristovão correia de messias relator fui presente anna helena de azevedo lima procuradorachefe do mpetceacre ,4752,24/05/2007
1198, acórdão 4787 natureza do processo 14694200300 tce assunto prestação de contas d o departamento estadual de trânsito detran exercício de 1999 responsávelsenhor fernando melo da costarelator conselheiro josé augusto araújo de faria prestação de contas autarquia estadual regularidade com ressalva arquivamento do processo vistos relatados e discutidos os autos do processo acima identificado acordam os membros do à unanimidade nos termos do voto do conselheirorelator considerar regular com ressalva a prestação de contas do departamento estadual de trânsito detran exercício orçamentário e financeiro de 1999 de responsabilidade do senhor fernando melo da costa diretor geral à época com fulcro no inciso ii do art 51 da lce 3893 valendo como ressalva a entrega da documentação fora do prazo e a ausência das informações e de documentos de apresentação obrigatória tais como os valores despendidos com a remuneração da diretoria os demonstrativos de recursos humanos e os convênios e contratos após as formalidades de estilo sejam os autos arquivados ausentes justificadamente os excelentíssimos senhores conselheiros antonio cristovão correia de messias e dulcinéa benício de araújo rio branco 28/06/2007 conselheiro josé eugenio de leão braga presidente do tceacre conselheiro josé augusto araújo de faria relator fui presente anna helena de azevedo lima procuradorachefe do mpetceacre ,4787,28/06/2007
1199, acórdão 4802 natureza do processo 13457200046 tce c01 anexo assunto prestação de contas da fundação hospital estadual do acre fundhacre exercício de 1999 responsávelsenhor hamilton luiz de araújo rocharelatorconselheiro antonio cristovão correia de messias prestação de contas fundação estadual regularidade com ressalva arquivamento do processo vistos relatados e discutidos os autos do processo acima identificado acordam os membros do à unanimidade nos termos do voto do conselheirorelator considerar regular com ressalva a prestação de contas da fundação hospital estadual do acre fundhacre exercício orçamentário e financeiro de 1999 de responsabilidade do senhor hamilton luiz de araújo rocha diretor superintendente à época com fulcro no inciso ii do art 51 da lei complementar estadual 3893 valendo como ressalva a remessa intempestiva da documentação após as formalidades de estilo sejam os autos arquivados ausentes justificadamente os excelentíssimos senhores conselheiros antônio jorge malheiro e ronald polanco ribeiro rio branco 12/07/2007 conselheiro josé eugenio de leão braga presidente do tceacre conselheiro antonio cristovão correia de messias relator fui presente joão izidro de melo neto procuradorchefe do mpetceacre em exercício ,4802,12/07/2007
1200, acórdão 4803 natureza do processo 1725320054 tce assunto prestação de contas da secretaria de estado de agropecuária seap exercício de 2004 responsávelsenhor mauro jorge ribeirorelatorconselheiro antonio cristovão correia de messias prestação de contas secretaria estadual regularidade arquivamento do processo vistos relatados e discutidos os autos do processo acima identificado acordam os membros do à unanimidade nos termos do voto do conselheirorelator considerar regular a prestação de contas da secretaria de estado de agropecuária seap exercício orçamentário e financeiro de 2004 de responsabilidade do senhor mauro jorge ribeiro secretário de estado com fulcro no inciso i do art 51 da lei complementar estadual 3893 após as formalidades de estilo sejam os autos arquivados ausentes justificadamente os excelentíssimos senhores conselheiros antônio jorge malheiro e ronald polanco ribeiro rio branco 12/07/2007 conselheiro josé eugenio de leão braga presidente do tceacre conselheiro antonio cristovão correia de messias relator fui presente joão izidro de melo neto procuradorchefe do mpetceacre em exercício ,4803,12/07/2007
1201, acórdão 4812 natureza do processo 13746200080 tce c 01 anexo assunto prestação de contas da empresa municipal de urbanismo emurb exercício de 1997 responsávelsenhor jairo castro da penha relatorconselheiro josé augusto araújo de faria prestação de contas empresa municipal regularidade com ressalva arquivamento do processo vistos relatados e discutidos os autos do processo acima identificado acordam os membros do à unanimidade nos termos do voto do conselheirorelator considerar regular com ressalva a prestação de contas da empresa municipal de urbanismo emurb exercício orçamentário e financeiro de 1997 de responsabilidade do senhor jairo castro da penha diretorpresidente à época com fulcro no art 51 inciso ii da lei complementar estadual 3893 após as formalidades de estilo sejam os autos arquivados ausente justificadamente o excelentíssimo senhor conselheiro ronald polanco ribeiro rio branco 26/07/2007 conselheiro josé eugenio de leão braga presidente do tceacre conselheiro josé augusto araújo de faria relator fui presente joão izidro de melo neto procuradorchefe do mpetceacre em exercício ,4812,26/07/2007
1202, acórdão 4814 natureza do processo 1719020054 tce assunto prestação de contas do instituto de meio ambiente do estado do acre imac exercício de 2004 responsávelsenhor carlos edegard de deus relatorconselheiro antônio jorge malheiro prestação de contas autarquia estadual regularidade com ressalva arquivamento do processo vistos relatados e discutidos os autos do processo acima identificado acordam os membros do à unanimidade nos termos do voto do conselheirorelator considerar regular com ressalva a prestação de contas do instituto de meio ambiente do acre imac exercício orçamentário e financeiro de 2004 de responsabilidade do senhor carlos edegard de deus diretorpresidente à época valendo como ressalva a diferença de r 1325 treze reais e vinte e cinco centavos entre o saldo que se transfere para o exercício seguinte e aquele encontrado nas conciliações e extratos bancários corrigido no ano subseqüente e as ausências do inventário dos bens imóveis e do parecer do conselho fiscal ou órgão assemelhado sobre as contas do instituto após as formalidades de estilo sejam os autos arquivados ausente justificadamente o excelentíssimo senhor conselheiro ronald polanco ribeiro rio branco 26/07/2007 conselheiro josé eugenio de leão braga presidente do tceacre conselheiro antônio jorge malheiro relator fui presente joão izidro de melo neto procuradorchefe do mpetceacre em exercício ,4814,26/07/2007
1203, acórdão 4818 natureza do processo 15968200400 tce c01 anexo assunto prestação de contas da companhia de saneamento do estado do acre sanacre exercício de 2003 responsávelsenhor tácio de britorelatorconselheiro antonio cristovão correia de messias prestação de contas companhia estadual regularidade com ressalva comunicação do apurado desta decisão ao senhor governador do estado e ao senhor presidente da assembléia legislativa arquivamento do processo vistos relatados e discutidos os autos do processo acima identificado acordam os membros do à unanimidade nos termos do voto do conselheirorelator 1 considerar regular com ressalva a prestação de contas da companhia de saneamento do estado do acre sanacre exercício orçamentário e financeiro de 2003 de responsabilidade do senhor tácio de brito diretorpresidente à época valendo como ressalva os prejuízos acumulados e o baixo índice de liquidez conforme apurado pela análise técnica e 2 comunicar o apurado desta decisão ao senhor governador do estado e ao senhor presidente da assembléia legislativa após as formalidades de estilo sejam os autos arquivados ausente justificadamente o excelentíssimo senhor conselheiro ronald polanco ribeiro rio branco 26/07/2007 conselheiro josé eugenio de leão braga presidente do tceacre conselheiro antonio cristovão correia de messias relator fui presente joão izidro de melo neto procuradorchefe do mpetceacre em exercício ,4818,26/07/2007
1204, acórdão 4829 natureza do processo 1725720056 tce assunto prestação de contas da empresa de assistência técnica e extensão rural do estado do acre exercício de 2004 responsáveissenhores francisco rildo cartaxo nobre e marcos inácio fernandesrelatorconselheiro antônio jorge malheiro prestação de contas empresa estadual regularidade com ressalva notificação arquivamento do processo vistos relatados e discutidos os autos do processo acima identificado acordam os membros do à unanimidade nos termos do voto do conselheirorelator com o voto do conselheiropresidente para completar o quorum 1 considerar regular com ressalva a prestação de contas da empresa de assistência técnica e extensão rural do estado do acre ematerac exercício orçamentário e financeiro de 2004 de responsabilidade dos senhores rildo cartaxo nobre e marcos inácio fernandes diretorespresidentes à época com fulcro no inciso ii do art 51 da lce 3893 valendo como ressalva a ausência de alguns documentos previstos na resolução tceac 562004 e as incorreções apontadas pelos auditores independentes quanto à necessidade de implementação de comunicação da conclusão das obras à área contábil competente para a sua transferência para as contas definitivas e a efetivação das provisões necessárias no balanço 2 notificar o atual gestor para doravante tomar medidas que visem atender as correções das impropriedades apontadas pelos auditores independentes e para enviar nas prestações de contas a documentação pedida na resolução tceac 562004 após as formalidades de estilo sejam os autos arquivados ausentes justificadamente os excelentíssimos senhores conselheiros josé augusto araújo de faria valmir gomes ribeiro e ronald polanco ribeiro rio branco 02/08/2007 conselheiro josé eugenio de leão braga presidente do tceacre conselheiro antônio jorge malheiro relator fui presente joão izidro de melo neto procuradorchefe do mpetceacre em exercício ,4829,02/08/2007
1205, acórdão 4830 natureza do processo 17883200609 tce assunto prestação de contas da prefeitura municipal de porto walter exercício de 2005 responsávelsenhor neuzari correia pinheiro relatorconselheiro josé augusto araújo de faria prestação de contas prefeitura municipal irregularidade condenação instauração de tomada de contas especial arquivamento do processo vistos relatados e discutidos os autos do processo acima identificado acordam os membros do à unanimidade nos termos do voto do conselheirorelator em destaque 1 condenar o senhor neuzari correia pinheiro a devolver aos cofres do tesouro estadual a quantia de r 2252341 vinte e dois mil quinhentos e vinte e três reais e quarenta e um centavos em face da não comprovação desse saldo no exercício de 20062 instaurar tomada de contas especial na forma do art 44 da lei complementar estadual 3893 a fim de ser determinado o montante a ser devolvido das despesas efetuadas sem autorização legal após as formalidades de estilo pelo arquivamento do processo ausentes justificadamente os excelentíssimos senhores conselheiros josé eugenio de leão braga presidente e antonio cristovão correia de messias rio branco 09/08/2007 conselheiro valmir gomes ribeiro presidente do tceacre em exercício conselheiro josé augusto araújo de faria relator fui presente anna helena de azevedo lima procuradorachefe do mpetceacre ,4830,09/08/2007
1206, acórdão 4831 natureza do processo 14878200300 tce c01 anexo assunto prestação de contas da companhia industrial de laticínios do acre cila exercício de 2002 responsávelsenhor josé de anchieta batista relatorconselheiro josé augusto araújo de faria prestação de contas companhia estadual regularidade com ressalva notificação arquivamento do processo vistos relatados e discutidos os autos do processo acima identificado acordam os membros do à unanimidade nos termos do voto do conselheirorelator 1 considerar regular com ressalva a prestação de contas da companhia industrial de laticínios do acre cila exercício orçamentário e financeiro de 2002 de responsabilidade do senhor josé de anchieta batista diretorpresidente à época com fulcro no inciso ii do art 51 da lei complementar estadual 3893 valendo como ressalva a o déficit orçamentário e incorreções contábeis como divergência no valor das subvenções econômicas fls 190 e 196199 do anexo i b discrepância no demonstrativo dos recursos humanos constantes da fl 49 que consigna 25 funcionários quando comparado com o da fl 195 do anexo i que indica apenas 22 c a existência de contratação de serviços de terceiros quando a entidade dispõe de recursos humanos à disposição de outros órgãos e entidades 2 notificar o governo do estado do acre acionista majoritário para que se acautele de uma das medidas previstas no art 77 da lei complementar estadual 6399 já que a mesma se encontra paralisada só despendendo recursos públicos e que sua estrutura administrativa foi assumida pelo tesouro estadual após as formalidades de estilo sejam os autos arquivados ausentes justificadamente os excelentíssimos senhores conselheiros josé eugenio de leão braga presidente e antonio cristovão correia de messias rio branco 09/08/2007 conselheiro valmir gomes ribeiro presidente do tceacre em exercício conselheiro josé augusto araújo de faria relator fui presente anna helena de azevedo lima procuradorachefe do mpetceacre ,4831,09/08/2007
1207, acórdão 4832 natureza do processo 14827200375 tce c04 anexos assunto prestação de contas d o departamento estadual de água e saneamento deas exercício de 2002 responsáveissenhores tácio de brito e josé alcimar da silva costa relatorconselheiro antônio jorge malheiro prestação de contas autarquia estadual regularidade arquivamento do processo vistos relatados e discutidos os autos do processo acima identificado acordam os membros do à unanimidade nos termos do voto do conselheirorelator considerar regular a prestação de contas do departamento estadual de água e saneamento deas exercício orçamentário e financeiro de 2002 de responsabilidade dos senhores tácio de brito e josé alcimar da silva costa diretorespresidentes à época com fulcro no inciso i do art 51 da lei complementar estadual 3893 após as formalidades de estilo sejam os autos arquivados ausentes justificadamente os excelentíssimos senhores conselheiros josé eugenio de leão braga presidente e antonio cristovão correia de messias rio branco 09/08/2007 conselheiro josé augusto araújo de faria presidente do tceacre em exercício conselheiro antônio jorge malheiro relator fui presente anna helena de azevedo lima procuradorachefe do mpetceacre ,4832,09/08/2007
1208, acórdão 4837 natureza do processo 14340200280 tce assunto prestação de contas da fundação de apoio ao desenvolvimento econômico e social do estado do acre fades exercício de 2001 responsávelsenhor josé de anchieta batistarelatorconselheiro hélio saraiva de freitasredistribuído conselheiro ronald polanco ribeiro prestação de contas fundação estadual regularidade com ressalva arquivamento do processo vistos relatados e discutidos os autos do processo acima identificado acordam os membros do à unanimidade nos termos do voto do conselheirorelator considerar regular com ressalva a prestação de contas da fundação de apoio ao desenvolvimento econômico e social do estado do acre fades exercício orçamentário e financeiro de 2001 de responsabilidade do senhor josé de anchieta batista diretorpresidente à época com fulcro no inciso ii do art 51 da lei complementar estadual 3893 valendo como ressalva a ausência no processo do parecer do conselho fiscal b não constar no balanço patrimonial a relação dos bens imóveis c ausência do inventário analítico dos bens móveis e imóveis conforme exigência dos arts 94 a 96 da lei federal 432064 após as formalidades de estilo pelo arquivamento do processo ausente justificadamente o excelentíssimo senhor conselheiro antonio cristovão correia de messias rio branco 16/08/2007 conselheiro josé eugenio de leão braga presidente do tceacre conselheiro ronald polanco ribeiro relator fui presente anna helena de azevedo lima procuradorachefe do mpetceacre ,4837,16/08/2007
1209, acórdão 4841 natureza do processo 17830200664 tce c01 anexo assunto prestação de contas do departamento estadual de água e saneamento deas exercício de 2005 responsávelsenhor tácio de britorelator conselheiro josé augusto araújo de faria prestação de contas autarquia estadual regularidade com ressalva arquivamento do processo vistos relatados e discutidos os autos do processo acima identificado acordam os membros do à unanimidade nos termos do voto do conselheirorelator considerar regular com ressalva a prestação de contas do departamento estadual de água e saneamento deas exercício orçamentário e financeiro de 2005 de responsabilidade do senhor tácio de brito diretorpresidente com fulcro no inciso ii do art 51 da lce 3893 valendo como ressalva as falhas constatadas no relatório técnico fls 6783 da 3 igce após as formalidades de estilo pelo arquivamento do processo rio branco 23/08/2007 conselheiro josé eugenio de leão braga presidente do tceacre conselheiro josé augusto araújo de faria relator fui presente mario sérgio neri de oliveira procuradorchefe do mpetceacre em exercício ,4841,23/08/2007
1210, acórdão 4842 natureza do processo 15168200352 tce assunto prestação de contas da fundação municipal de cultura garibaldi brasil exercício de 1998 responsávelsenhora maria silena de farias françarelator conselheiro josé augusto araújo de faria prestação de contas fundação municipal regularidade com ressalva arquivamento do processo vistos relatados e discutidos os autos do processo acima identificado acordam os membros do à unanimidade nos termos do voto do conselheirorelator considerar regular com ressalva a prestação de contas da fundação municipal de cultura garibaldi brasil exercício orçamentário e financeiro de 1998 de responsabilidade da senhora maria silena de farias frança diretorapresidente à época com fulcro no inciso ii do art 51 da lce 3893 valendo como ressalva as falhas detectadas nos relatórios técnicos e complementar de fls 111 a 134 e 152 a 156 da 3 igce após as formalidades de estilo pelo arquivamento do processo rio branco 23/08/2007 conselheiro josé eugenio de leão braga presidente do tceacre conselheiro josé augusto araújo de faria relator fui presente mario sérgio neri de oliveira procuradorchefe do mpetceacre em exercício ,4842,23/08/2007
1211, acórdão 4843 natureza do processo 14851200300 tce assunto prestação de contas da empresa de assistência técnica e extensão rural do estado do acre emater exercício de 2002 responsávelsenhor francisco rildo cartaxo nobrerelator conselheiro josé augusto araújo de faria prestação de contas empresa estadual regularidade com ressalva arquivamento do processo vistos relatados e discutidos os autos do processo acima identificado acordam os membros do à unanimidade nos termos do voto do conselheirorelator considerar regular com ressalva a prestação de contas da empresa de assistência técnica e extensão rural do estado do acre emater exercício orçamentário e financeiro de 2002 de responsabilidade do senhor francisco rildo cartaxo nobre diretorpresidente à época com fulcro no inciso ii do art 51 da lce 3893 valendo como ressalva a ausência do inventário do ativo permanente após as formalidades de estilo pelo arquivamento do processo rio branco 23/08/2007 conselheiro josé eugenio de leão braga presidente do tceacre conselheiro josé augusto araújo de faria relator fui presente mario sérgio neri de oliveira procuradorchefe do mpetceacre em exercício ,4843,23/08/2007
